name	css	codepoint	categories	popularity	terms
partly_cloudy_day	ms:ms ms-partly_cloudy_day	f172	Social	2004	atmosphere;circle;climate;cloud;cloud and sun;cloudy;condition;curves;day;day sky;daytime;forecast;half cloud;half sun;meteorological;meteorology;nature;outdoor;partly;partly cloudy;partly cloudy day;partly obscured;partly sunny;partly_cloudy_day;sky;sky condition;Social;sun;sun behind cloud;sunny;temperature;weather;weather app;weather forecast;weather icon
partly_cloudy_night	ms:ms ms-partly_cloudy_night	f174	Social	630	astronomy;atmosphere;bedroom;climate;cloud;cloudy;crescent;dark;dreams;evening;forecast;hotel;lodging;lunar;meteorology;moon;nature;night;nighttime;outdoors;partly;partly cloudy night;partly_cloudy_night;rest;sky;sleep;Social;stay;temperature;travel;trip;vacation;weather
partner_exchange	ms:ms ms-partner_exchange	f7f9	Social	1742	agreement;arrow;arrows;body;business;collaborate;collaboration;connect;connect partners;couple;deal;diamond;double arrow;exchange;gem;greeting;group;handshake;horizontal;human;left arrow;line;link;link partners;network;outline;partner;partner exchange;partner link;partner_exchange;partnership;people;person;relationship;right arrow;side to side;Social;stroke;swap;trade;transaction;transfer
partner_heart	ms:ms ms-partner_heart	ef2e	Social	110	affection;body;button;cardiology;connect;couple;element;emotion;engagement;favorite;feelings;graphic;greeting;group;handshake;health;heart;heartbeat;human;icon;isolated;like;love;medical;organ;outline;partner;partner heart;partner_heart;people;person;pulse;relationship;romance;shape;Social;symbol;ui element;valentine;vector
partner_reports	ms:ms ms-partner_reports	efaf	UI actions	53	!;alert;analysis;analytics;attention;bracket;business;caution;chart;danger;dashboard;data;diagrams;error;evaluation;exclamation;graph;growth;important;information;insight;key performance indicators;kpi;mark;measurement;metrics;metrics dashboard;monitoring;notification;partner;partner data;partner reports;partner_reports;performance;presentation;progress;reporting;reports;results;statistics;summary;symbol;tracking;trend;UI actions;visual data;warning
party_mode	ms:ms ms-party_mode	e7fa	Images	280	bright;camera;camera mode;celebration;celebration mode;cheerful;energetic;enjoy;event;festive;festive mode;fun;fun picture;group;happy;Images;joy;lens;mode;night;nightlife;party;party mode;party night;party picture;party setting;party_mode;photo;photography;picture;social;social event;special;special event;vibrant
passkey	ms:ms ms-passkey	f87f	Privacy	675	abstract;access;access key;authentication;authorization;body;concept;credentials;digital;entry;human;internet;key;lock;login;online;pass;passkey;password;people;person;pin;privacy;Privacy;private;secure;security;security key;shape;symbol;technology;unlock;web
passport	ms:ms ms-passport	eec4	Travel	48	authorized;book;booklet;border;citizenship;credentials;crossing;document;entry;exit;globe;government;id;identification;identity;immigration;international;license;official;paper;passbook;passport;permit;personal;profile;secure;stamp;travel;Travel;validated;verified;visa;world
password	ms:ms ms-password	f042	Android	5176	access;access code;account;Android;authentication;authorization;code;credentials;data protection;encrypted;key;key symbol;keyhole;lock;lock and key;login;padlock;password;password protection;pin;privacy;private;protection;restricted;secret;secure;secure access;secure connection;security;sign in;sign up;star;unlock
password_2	ms:ms ms-password_2	f4a9	Android	48	2;access;access code;account;Android;authenticate;authorization;authorize;code;confidential;credentials;digital key;encrypted;entry;key;lock;login;password;password 2;password_2;permission;pin;privacy;private;protection;safe;safe access;secret;secure;secure access;secure login;security;star;unlock;user;verification
password_2_off	ms:ms ms-password_2_off	f4a8	Android	11	2;access;Android;authentication;barred;closed;code;confidential;disabled;enabled;hide;invisible;key;lock;login;masked;off;offline;on;password;password 2 off;password_2_off;pin;privacy;private;protected;restricted;secret;security;slash;star;unavailable;unlock
patient_list	ms:ms ms-patient_list	e653	UI actions	129	body;chart;clinic;contacts;content;directory;doctor;document;file;health;health record;healthcare;hospital;human;lines;list;lists;medical chart;medical record;medicine;notes;paper;patient;patient list;patient_list;people list;person;profile list;profiles;roster;sheet;staff list;text;UI actions;user list;users
pattern	ms:ms ms-pattern	f043	Android	540	abstract;Android;appearance;arrangement;background;background design;composition;decoration;decorative element;design;element;fill;fill pattern;geometric;graphic;graphic element;grid;key;login;look;look and feel;motif;password;pattern;pin;repeat;repeat pattern;security;shape;square;star;style;texture;tiling;unlock;visual;visual appearance;visual style
pause	ms:ms ms-pause	e034	Audio&Video	9013	action;audio;Audio&Video;break;button;command;control;controls;function;halt;hold;inactivity;interlude;media;media control;music;parallel lines;pause;pending;playback control;player;rectangle;standby;stop;suspend;temporary;two lines;vertical lines;video;waiting
pause_circle	ms:ms ms-pause_circle	e1a2	Audio&Video	4559	audio;Audio&Video;bars;break;button;circle;circular;control;controls;filled;hold;interface;media;media controls;music;outline;pause;pause circle;pause_circle;play;playback;player;resume;rounded;shape;stop;suspend;symbol;two lines;vertical;video;wait
pause_circle_filled	ms:ms ms-pause_circle_filled	e1a2			circle;filled;pause;pause circle filled;pause_circle_filled
pause_circle_outline	ms:ms ms-pause_circle_outline	e1a2			circle;outline;pause;pause circle outline;pause_circle_outline
pause_presentation	ms:ms ms-pause_presentation	e0ea	Communicate	455	action;app;application desktop;audio player;break;Communicate;control;device;display;halt;media;media control;media player;parallel lines;pause;pause button;pause presentation;pause_presentation;playback;playback control;present;presentation;presentation software;screen;share;site;slides;slideshow;stop;suspend;two bars;two vertical lines;ui control;vertical bars;video player;web;website;window;www
payment	ms:ms ms-payment	e8a1			payment
payment_arrow_down	ms:ms ms-payment_arrow_down	f2c0	Business	58	arrow;banking;bill;business;Business;card;cash;coin;commerce;cost;credit;currency;debit;details;dollars;down;download;economics;finance;financial;funds;incoming;information;list;money;online;pay;payment;payment arrow down;payment_arrow_down;payments;price;purchase;receipt;receive;shopping;transaction;transaction history;transfer;view;withdraw
payment_card	ms:ms ms-payment_card	f2a1	Business	23	account;banking;bill;business;Business;buy;buy now;card;cash;checkout;chip;coin;commerce;cost;credit;credit card;currency;debit card;digital;dollars;e-commerce;finance;financial;financial instrument;money;pay;payment;payment card;payment_card;plastic;purchase;rectangular;shopping;stripe;transaction;wallet
payments	ms:ms ms-payments	ef63	Business	21042	bank;banking;bill;bills;Business;buy;card;cash;coin;commerce;cost;credit;credit card;currency;debit card;dollar;dollars;expense;finance;financial;income;layer;money;multiple;online;pay;payment;payments;price;purchase;rectangle;shop;shopping;store;symbol;transaction;wallet
pedal_bike	ms:ms ms-pedal_bike	eb29	Transit	2256	active;automobile;bicycle;bike;car;cars;chain;commute;cycle;cycling;direction;exercise;fitness;frame;handlebars;human;maps;movement;outdoor;park;path;pedal;pedal bike;pedal_bike;pedaling;public;recreation;ride;riding;road;route;scooter;seat;sport;trail;Transit;transportation;travel;two wheels;vehicle;vespa;wheels
pediatrics	ms:ms ms-pediatrics	e11d	Social	30	baby;bottle;care;checkup;child;children's health;clinic;diagnosis;doctor;examination;health;health services;healthcare;healthcare professional;heart;heartbeat;hospital;infant;line icon;medical;medical symbol;medicine;newborn;outline;pediatrician;pediatrics;pulse;pulse line;Social;stethoscope;toddler;treatment
pen_size_1	ms:ms ms-pen_size_1	f755	Text	35	1;adjustable;art;calibrate;creative;design;document;drawing;edit;format;graphic;interface;line;line weight;measure;nib;pen;pen size 1;pen_size_1;pencil;size;small;stroke;strokes;Text;thickness;thin;tiny;tool;weight;writing
pen_size_2	ms:ms ms-pen_size_2	f754	Text	28	2;adjust;art;bars;brush size;control;design;drawing;edit;editing;editor;format;graphic design;horizontal lines;illustration;line;line weight;lines of different thickness;marker size;menu;option;pen;pen size 2;pen thickness;pen_size_2;pencil;pencil size;progressive lines;scale;setting;size;stripe;stroke;stroke width;strokes;Text;thickness;tool;typography;weight;writing
pen_size_3	ms:ms ms-pen_size_3	f753	Text	21	3;annotation;brush;different sizes;dimensions;drawing;drawing tools;edit;format;formatting;graphic editor;line options;line size;line thickness;line weight;lines;marker;pen;pen size 3;pen_size_3;pencil;size;stroke;stroke size;stroke weight;strokes;styling;Text;text editor;thickness;thickness options;three lines;variable line;weight;width;writing;writing tools
pen_size_4	ms:ms ms-pen_size_4	f752	Text	16	4;adjustment;brush;control;customize;drawing;drawing tool;edit;editing tool;format;input;input tool;line;line thickness;line weight;options;pen;pen size 4;pen tool;pen_size_4;pencil;preferences;setting;settings;size;stroke;stroke weight;strokes;stylus;Text;thickness;tool;weight;width;writing;writing instrument
pen_size_5	ms:ms ms-pen_size_5	f751	Text	17	5;annotation;art;bigger;bigger line;creative;diagram;digital pen;drawing;drawing tool;edit;editing;format;illustration;input;large;line;line weight;pen;pen size 5;pen_size_5;pencil;size;sketch;sketching;stroke;strokes;stylus;Text;text editor;thick;thickness;visual editor;weight;width;writing;writing tool
pending	ms:ms ms-pending	ef64	Actions	6102	accordion;Actions;arrow down;bottom;choose;circle;close;collapse;details;direction;dots;down arrow;dropdown;dropdown menu;expand;hide;indicator;list;loading;menu;more;navigation;open;pending;point;pointer;progress;reveal;scroll down;section;select;south;triangle;view more;wait;waiting
pending_actions	ms:ms ms-pending_actions	f1bb	Text	4441	actions;agenda;alert;backlog;calendar;clipboard;clock;date;delay;doc;document;future;history;incomplete;list;log;notification;paper;pending;pending actions;pending_actions;processing;progress;queue;remember;reminder;schedule;tasks;Text;time;to do;upcoming;waiting;workflow
pentagon	ms:ms ms-pentagon	eb50	Text	443	abstract;angled;basic;clean;concept;element;facet;filled;five point;five sides;five-sided;form;geometric;graphic;icon;illustration;line art;minimal;modern;object;outline;pentagon;polygon;shape;sharp;simple;solid;structure;symbol;symmetrical;Text;vector
people	ms:ms ms-people	ea21			people
people_alt	ms:ms ms-people_alt	ea21			alt;people;people alt;people_alt
people_outline	ms:ms ms-people_outline	ea21			outline;people;people outline;people_outline
percent	ms:ms ms-percent	eb58	Text	3276	analysis;arithmetic;calculation;chart;circle;completion;data;diagonal line;discount;dot;geometry;graph;interest;math;metric;number;numbers;numerical;percent;percentage;progress;proportion;rate;ratio;representation;savings;sign;slash;statistics;symbol;Text;value
percent_discount	ms:ms ms-percent_discount	f244	Business	167	bargain;Business;calculation;calculations;commerce;commercial;coupon;deal;discount;e-commerce;economy;finance;financial;marketing;math;mathematics;money;numbers;percent;percent discount;percent sign;percent_discount;percentage;price reduction;promotion;retail;sale;savings;seal;shopping;sign;special offer;symbol
performance_max	ms:ms ms-performance_max	e51a			max;performance;performance max;performance_max
pergola	ms:ms ms-pergola	e203	Maps	168	abstract;arbor;architecture;backyard;beam;building;canopy;ceiling;cover;garden;geometric;horizontal lines;landscape;linear;Maps;nest;outdoor;outdoor living;outdoor structure;outline;patio;pergola;post;recreation;roof;shelter;simple;square;structure;sunshade;terrace;vertical lines
perm_camera_mic	ms:ms ms-perm_camera_mic	e8a2	Images	168	access;audio;button;camera;capture;communication;controls;device;glyph;icon;image;Images;input;linear;media;mic;microphone;min;outline;perm;perm camera mic;perm_camera_mic;permission;photo;photography;picture;privacy;recording;security;settings;sound;speaker;square;stream;streaming;symbol;video;videography
perm_contact_calendar	ms:ms ms-perm_contact_calendar	e8a3	Actions	1719	account;Actions;address book;appointment;button;calendar;contact;date;day;details;directory;element;event;face;graphic;human;icon;information;interface;meeting;month;organizer;people;perm;perm contact calendar;perm_contact_calendar;permanent;persistent;person;pictogram;profile;saved;schedule;symbol;time;ui element;user;year
perm_data_setting	ms:ms ms-perm_data_setting	e8a4	Android	264	access;adjustments;administration;Android;cloud;cog;configuration;connection;control;data;data setting;database;disk;drive;files;gear;info;information;management;network;options;organized;perm;perm data setting;perm_data_setting;permanent;persistent;preferences;server;setting;settings;setup;storage;stored;system
